customer_id,date,item,sales,cost,region,payment,stars
38,22/01/2023,Carpeta de archivos,983.45,20.5,Hidalgo,TDD,2
50,23/01/2023,Perforadora,522.09,42.87,Querétaro,Efectivo,5
194,23/01/2023,Guillotina para papel,528.38,181.17,Hidalgo,Efectivo,3
449,23/01/2023,Papelera,573.8,290.5,Nayarit,TDC,5
976,23/01/2023,Cinta métrica,414.74,64.24,Baja California,TDC,5
742,23/01/2023,Cinta métrica,795.48,24.9,Tlaxcala,TDC,3
140,23/01/2023,Cinta adhesiva,448.86,7.25,Guanajuato,TDD,3
378,23/01/2023,Bolígrafos,601.59,292.81,Nayarit,TDD,5
719,23/01/2023,Lámpara de escritorio,924.62,201.65,Tlaxcala,TDD,3
211,23/01/2023,Organizador de escritorio,530.16,64.24,Guanajuato,TDD,2
269,24/01/2023,Desinfectante de manos,662.34,227.78,Jalisco,Efectivo,2
987,24/01/2023,Escritorio,763.38,65.41,Nayarit,Efectivo,4
429,24/01/2023,Sobres,429.54,36.42,Querétaro,TDC,4
952,24/01/2023,Organizador de escritorio,339.86,142.17,Nayarit,TDC,3
174,24/01/2023,Silla de oficina,881.55,115.51,Nayarit,TDC,3
635,24/01/2023,Webcam,477.35,16.61,Colima,TDC,2
328,24/01/2023,Guillotina para papel,269.3,216.03,Baja California,TDC,3
50,24/01/2023,Lápices,744.13,179.08,Aguascalientes,TDC,2
698,24/01/2023,Organizador de escritorio,372.93,133.42,Querétaro,TDD,4
784,25/01/2023,Silla de oficina,208.53,259.4,Ciudad de México,Efectivo,5
625,25/01/2023,Tóner de impresora,819.63,104.77,Nayarit,Efectivo,5
805,25/01/2023,Sellos,274.4,207.37,Querétaro,Efectivo,2
248,25/01/2023,Carpeta de archivos,226,117.21,Tlaxcala,TDC,3
957,25/01/2023,Mouse,705.96,70.56,Querétaro,TDC,5
518,25/01/2023,Mouse pad,542.95,246.57,Hidalgo,TDC,3
228,25/01/2023,Webcam,215.72,256.54,Tlaxcala,TDC,4
339,25/01/2023,Regleta de enchufes,472.72,41.28,Guanajuato,TDC,4
605,25/01/2023,Mouse,573.18,152.68,Nayarit,TDC,5
995,26/01/2023,Corrector,632.84,18.77,Estado de México,Efectivo,5
296,26/01/2023,Papelera,490.13,158.48,Hidalgo,Efectivo,5
766,26/01/2023,Notas adhesivas,889.84,63.07,Estado de México,Efectivo,3
829,26/01/2023,Sellos,624.79,179.56,Morelos,Efectivo,3
77,26/01/2023,Notas adhesivas,787.14,89.13,Tlaxcala,Efectivo,3
218,26/01/2023,Organizador de escritorio,351.26,93.53,Querétaro,TDC,5
968,26/01/2023,Notas adhesivas,579.11,157.94,Estado de México,TDD,4
520,26/01/2023,Engrapadora,614.6,91.82,Coahuila,TDD,4
57,26/01/2023,Engrapadora,203.73,159.56,Hidalgo,TDD,5
438,27/01/2023,Lápices,310.6,288.12,Estado de México,Efectivo,5
254,27/01/2023,Tóner de impresora,457.39,173.43,Aguascalientes,TDC,3
710,27/01/2023,Webcam,571.18,287.98,Jalisco,TDC,5
540,27/01/2023,Cinta métrica,870.23,217.51,Estado de México,TDC,2
307,27/01/2023,Desinfectante de manos,362.15,94.94,Tlaxcala,TDC,2
15,27/01/2023,Papelera,932.65,131.34,Puebla,TDD,2
262,27/01/2023,Diccionario,250.22,287.72,Baja California,TDD,4
763,27/01/2023,Cuaderno,591.11,76.21,Puebla,TDD,5
425,27/01/2023,Carpeta de archivos,215.08,273.25,Guanajuato,TDD,2
90,28/01/2023,Cuaderno,290.02,25.67,Morelos,Efectivo,2
518,28/01/2023,Tóner de impresora,669.42,71.85,Aguascalientes,Efectivo,2
699,28/01/2023,Calendario de escritorio,672.18,57.08,Guanajuato,Efectivo,3
604,28/01/2023,Webcam,883.46,148.57,Guanajuato,TDC,2
485,28/01/2023,Papel Bond,246.08,55.09,Nuevo León,TDC,2
119,28/01/2023,Cinta adhesiva,312.51,278.99,Estado de México,TDC,2
453,28/01/2023,Cuaderno,585.59,206.21,Hidalgo,TDC,2
285,28/01/2023,Limpia pantallas,736.75,128.62,Durango,TDD,2
943,28/01/2023,Teclado,493.73,72.48,Colima,TDD,2
585,29/01/2023,Almohadilla para sellos,936.03,172.82,Coahuila,Efectivo,3
585,29/01/2023,Sellos,896.75,221.3,Nayarit,Efectivo,3
932,29/01/2023,Limpia pantallas,725.27,179.15,Ciudad de México,Efectivo,5
933,29/01/2023,Tijeras,420.25,283.24,Nayarit,TDC,2
467,29/01/2023,Cinta métrica,932.47,73.15,Coahuila,TDC,5
621,29/01/2023,Engrapadora,436.7,218.53,Puebla,TDC,3
68,29/01/2023,Guillotina para papel,588.61,154.35,Colima,TDC,3
29,29/01/2023,Corrector,839.6,28.91,Hidalgo,TDD,5
680,29/01/2023,Engrapadora,330.54,15.69,Nayarit,TDD,5
967,30/01/2023,Lámpara de escritorio,386.29,210.01,Puebla,Efectivo,4
747,30/01/2023,Escritorio,930.87,163.35,Nuevo León,Efectivo,4
293,30/01/2023,Cuaderno,350.37,299.52,Colima,Efectivo,5
181,30/01/2023,Marcadores,569.87,201.81,Querétaro,TDC,5
570,30/01/2023,Grapas,594.88,82.44,Hidalgo,TDC,2
976,30/01/2023,Carpeta de archivos,852.48,34.38,Baja California,TDC,4
616,30/01/2023,Perforadora,335.77,83.06,Coahuila,TDC,3
833,30/01/2023,Organizador de escritorio,321.13,51.37,Guanajuato,TDD,2
614,30/01/2023,Pegamento,452.29,250,Querétaro,TDD,4
876,31/01/2023,Mouse pad,211.77,44.53,Baja California,Efectivo,5
90,31/01/2023,Limpia pantallas,201,83.49,Querétaro,Efectivo,5
411,31/01/2023,Silla de oficina,891.9,224.48,Durango,TDC,4
808,31/01/2023,Carpeta de archivos,763.73,138.78,Hidalgo,TDC,5
98,31/01/2023,Pegamento,539.67,75.21,Morelos,TDC,5
113,31/01/2023,Cinta adhesiva,848.39,219.76,Colima,TDC,5
364,31/01/2023,Cuaderno,321.33,231,Ciudad de México,TDC,3
449,31/01/2023,Carpeta de archivos,820.77,103.22,Nayarit,TDD,5
622,31/01/2023,Limpia pantallas,549.16,29.39,Coahuila,TDD,2
934,01/02/2023,Sobres,312.24,34.62,Querétaro,Efectivo,2
636,01/02/2023,Pegamento,748.56,195.52,Nuevo León,Efectivo,3
740,01/02/2023,Cinta adhesiva,204.69,130.01,Morelos,Efectivo,5
200,01/02/2023,Papel Bond,753.04,48.18,Querétaro,TDC,4
223,01/02/2023,Tóner de impresora,518.78,25.74,Baja California,TDC,2
537,01/02/2023,Sellos,646.47,104.64,Baja California,TDC,4
610,01/02/2023,Lámpara de escritorio,623.9,273.32,Guanajuato,TDC,5
3,01/02/2023,Sobres,847.64,221.67,Tlaxcala,TDC,5
277,01/02/2023,Regleta de enchufes,257.31,170.2,Hidalgo,TDD,3
946,02/02/2023,Escritorio,229.1,265.45,Baja California,Efectivo,5
547,02/02/2023,Lámpara de escritorio,720.48,31.9,Colima,Efectivo,4
720,02/02/2023,Bolígrafos,317.2,146.85,Nayarit,TDC,5
294,02/02/2023,Lámpara de escritorio,418.84,98.09,Nuevo León,TDC,2
790,02/02/2023,Desinfectante de manos,691.72,137.4,Estado de México,TDC,2
118,02/02/2023,Papel Bond,430.63,16.45,Jalisco,TDC,5
709,02/02/2023,Papel Bond,564.94,192.58,Estado de México,TDC,3
565,02/02/2023,Notas adhesivas,774.39,12.39,Aguascalientes,TDD,4
274,02/02/2023,Tijeras,475.68,271.34,Puebla,TDD,5
368,03/02/2023,Webcam,430.53,178.69,Baja California,Efectivo,5
206,03/02/2023,Notas adhesivas,517.18,61.79,Ciudad de México,TDC,5
333,03/02/2023,Silla de oficina,878.76,261.23,Aguascalientes,TDC,5
605,03/02/2023,Organizador de escritorio,315.42,107.79,Coahuila,TDC,4
338,03/02/2023,Mouse pad,878.41,118.26,Aguascalientes,TDC,5
464,03/02/2023,Guillotina para papel,402.74,175.18,Aguascalientes,TDD,5
998,03/02/2023,Sellos,320.63,160.26,Aguascalientes,TDD,2
474,03/02/2023,Tijeras,501.9,60.41,Puebla,TDD,3
355,03/02/2023,Agenda,395.08,107.66,Querétaro,TDD,5
350,04/02/2023,Clips,833.15,227.83,Puebla,Efectivo,5
354,04/02/2023,Pegamento,319.85,170.36,Querétaro,Efectivo,5
423,04/02/2023,Notas adhesivas,286.01,129.47,Hidalgo,Efectivo,3
55,04/02/2023,Guillotina para papel,636.18,193.27,Querétaro,TDC,5
162,04/02/2023,Extensión eléctrica,552.8,246.05,Coahuila,TDC,4
259,04/02/2023,Teclado,644.08,26.69,Coahuila,TDC,2
155,04/02/2023,Papelera,357.89,176.87,Colima,TDC,4
508,04/02/2023,Bolígrafos,997.79,59.64,Coahuila,TDD,5
145,04/02/2023,Pegamento,677.63,217.8,Aguascalientes,TDD,4
746,05/02/2023,Papel Bond,522.18,129.34,Estado de México,Efectivo,2
547,05/02/2023,Perforadora,293.16,9.16,Hidalgo,Efectivo,5
357,05/02/2023,Notas adhesivas,999.36,25.44,Aguascalientes,TDC,5
988,05/02/2023,Clips,718.22,230.8,Estado de México,TDC,3
282,05/02/2023,Cinta métrica,468.14,140.84,Nayarit,TDC,4
743,05/02/2023,Pegamento,992.05,72.81,Ciudad de México,TDC,5
520,05/02/2023,Pegamento,328.3,13.82,Colima,TDC,4
502,05/02/2023,Marcadores,382.01,130.66,Puebla,TDD,5
298,05/02/2023,Cuaderno,499.64,146.98,Durango,TDD,4
813,06/02/2023,Lámpara de escritorio,995.59,157.7,Durango,Efectivo,5
748,06/02/2023,Limpia pantallas,736.51,143.79,Morelos,TDC,3
605,06/02/2023,Silla de oficina,786.95,219.47,Nuevo León,TDC,5
156,06/02/2023,Almohadilla para sellos,314.64,245.57,Jalisco,TDC,2
275,06/02/2023,Cinta métrica,981.29,119.4,Ciudad de México,TDC,5
812,06/02/2023,Almohadilla para sellos,498.71,32.7,Ciudad de México,TDC,2
56,06/02/2023,Extensión eléctrica,341.47,180.44,Guanajuato,TDC,2
432,06/02/2023,Lámpara de escritorio,670.94,143.55,Querétaro,TDC,5
303,06/02/2023,Sobres,837.33,20.77,Hidalgo,TDD,2
193,07/02/2023,Notas adhesivas,870.38,163.94,Guanajuato,Efectivo,5
834,07/02/2023,Papel Bond,817.77,104.08,Hidalgo,Efectivo,3
776,07/02/2023,Mouse pad,574.69,192.54,Baja California,Efectivo,2
868,07/02/2023,Escritorio,767.91,16.09,Guanajuato,Efectivo,5
555,07/02/2023,Desinfectante de manos,450.54,42.3,Colima,Efectivo,5
38,07/02/2023,Corrector,529.75,276.93,Baja California,TDC,5
888,07/02/2023,Pegamento,577.03,222.48,Guanajuato,TDC,5
447,07/02/2023,Mouse pad,778.2,30.91,Puebla,TDC,2
107,07/02/2023,Lámpara de escritorio,557.16,35.75,Nuevo León,TDD,3
736,08/02/2023,Desinfectante de manos,999.4,258.97,Baja California,Efectivo,2
34,08/02/2023,Sobres,442.68,69.1,Puebla,Efectivo,3
452,08/02/2023,Bolígrafos,499.96,195.04,Durango,Efectivo,3
724,08/02/2023,Carpeta de archivos,619.12,76.71,Estado de México,TDC,5
381,08/02/2023,Marcadores,585.34,267.87,Querétaro,TDC,5
375,08/02/2023,Limpia pantallas,767.24,221.87,Puebla,TDC,5
593,08/02/2023,Papel Bond,627.63,130.55,Baja California,TDC,3
792,08/02/2023,Webcam,333.25,88.03,Jalisco,TDD,2
638,08/02/2023,Limpia pantallas,618.8,131.29,Morelos,TDD,4
988,09/02/2023,Tijeras,543.45,298.36,Nuevo León,Efectivo,4
245,09/02/2023,Notas adhesivas,546.2,216.34,Nuevo León,Efectivo,4
342,09/02/2023,Engrapadora,273.29,12.56,Ciudad de México,TDC,5
377,09/02/2023,Mouse pad,524.96,22.26,Querétaro,TDC,5
917,09/02/2023,Agenda,835.38,127.65,Baja California,TDC,5
62,09/02/2023,Cuaderno,261.55,133.39,Querétaro,TDC,5
90,09/02/2023,Sobres,916.43,116.95,Colima,TDD,5
543,09/02/2023,Cinta adhesiva,872.47,175.95,Hidalgo,TDD,4
192,09/02/2023,Engrapadora,394.21,272.29,Puebla,TDD,3
559,10/02/2023,Cinta métrica,675.15,299.23,Querétaro,Efectivo,4
1,10/02/2023,Grapas,546.28,73.7,Ciudad de México,Efectivo,2
869,10/02/2023,Escritorio,441.36,56.72,Hidalgo,Efectivo,3
658,10/02/2023,Tijeras,869.09,111.3,Querétaro,TDC,5
44,10/02/2023,Marcadores,893.28,267.66,Querétaro,TDC,5
197,10/02/2023,Grapas,998.8,41.53,Querétaro,TDC,3
866,10/02/2023,Perforadora,813.16,40.04,Baja California,TDC,4
140,10/02/2023,Escritorio,254.62,218.87,Durango,TDC,5
613,10/02/2023,Silla de oficina,984.62,75.05,Morelos,TDD,5
541,11/02/2023,Lápices,751.78,25.1,Nuevo León,Efectivo,5
194,11/02/2023,Tijeras,813.43,100.16,Morelos,Efectivo,4
148,11/02/2023,Bolígrafos,987.9,12.51,Querétaro,TDC,5
797,11/02/2023,Pegamento,832.82,135.97,Tlaxcala,TDC,5
384,11/02/2023,Calendario de escritorio,843.31,101.44,Tlaxcala,TDC,2
800,11/02/2023,Escritorio,567.46,214.29,Nayarit,TDC,2
599,11/02/2023,Silla de oficina,998.34,255.12,Estado de México,TDC,3
443,11/02/2023,Cinta adhesiva,532.48,118.53,Baja California,TDD,3
116,11/02/2023,Engrapadora,603.35,132.28,Nayarit,TDD,3
